Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,Segment
221,1,134.8,1,2,1,121,At Risk / Lost Customers
45,1,664.85,3,2,3,323,About to Sleep
16,7,2263.12,4,5,5,455,Champions
66,6,1459.8600000000001,3,5,4,354,Loyal Customers
10,4,1153.62,5,4,4,544,Champions
260,1,335.32,1,2,2,122,At Risk / Lost Customers
365,1,372.09,1,2,2,122,At Risk / Lost Customers
17,5,1521.87,4,4,4,444,Champions
22,2,852.15,4,3,3,433,Loyal Customers
45,1,326.24,3,2,2,322,Recent / New Customers
288,1,584.3199999999999,1,2,3,123,At Risk / Lost Customers
297,1,122.4,1,2,1,121,At Risk / Lost Customers
3,10,2234.73,5,5,5,555,Champions
284,1,79.2,1,2,1,121,At Risk / Lost Customers
17,3,1352.0,4,4,4,444,Champions
82,2,217.16,2,3,1,231,At Risk / Lost Customers
56,5,2806.9,3,4,5,345,Loyal Customers
101,2,1317.62,2,3,4,234,Loyal Customers
299,1,436.18,1,2,2,122,At Risk / Lost Customers
23,5,981.51,4,4,4,444,Champions
59,5,1121.39,3,4,4,344,Loyal Customers
155,2,315.06,2,3,2,232,Loyal Customers
115,3,817.86,2,4,3,243,Loyal Customers
107,1,17.0,2,2,1,221,At Risk / Lost Customers
12,4,1078.23,5,4,4,544,Champions
264,1,320.62,1,2,2,122,At Risk / Lost Customers
240,1,185.04999999999998,1,2,1,121,At Risk / Lost Customers
88,7,2005.63,2,5,4,254,Loyal Customers
50,3,731.9,3,4,3,343,Loyal Customers
71,1,1290.7,3,2,4,324,About to Sleep
42,3,1842.14,3,4,4,344,Loyal Customers
7,6,1429.64,5,5,4,554,Champions
62,1,302.36,3,2,2,322,Recent / New Customers
249,1,336.96,1,2,2,122,At Risk / Lost Customers
66,1,108.38,3,2,1,321,Recent / New Customers
18,7,3204.1600000000003,4,5,5,455,Champions
85,1,842.5,2,2,3,223,At Risk / Lost Customers
219,2,611.88,1,3,3,133,At Risk / Lost Customers
45,3,1337.48,3,4,4,344,Loyal Customers
143,4,195.74,2,4,1,241,At Risk / Lost Customers
183,1,161.38,1,2,1,121,At Risk / Lost Customers
171,1,135.75000000000003,2,2,1,221,At Risk / Lost Customers
10,8,1667.97,5,5,4,554,Champions
212,1,612.78,1,2,3,123,At Risk / Lost Customers
190,1,232.21,1,2,1,121,At Risk / Lost Customers
8,2,423.36,5,3,2,532,Loyal Customers
59,4,1309.14,3,4,4,344,Loyal Customers
57,2,867.11,3,3,3,333,Loyal Customers
73,4,684.42,2,4,3,243,Loyal Customers
52,1,307.78000000000003,3,2,2,322,Recent / New Customers
317,1,249.0,1,2,1,121,At Risk / Lost Customers
367,1,289.35,1,2,2,122,At Risk / Lost Customers
29,4,6287.77,4,4,5,445,Champions
39,1,656.25,3,2,3,323,About to Sleep
18,5,1880.22,4,4,4,444,Champions
52,6,3506.54,3,5,5,355,Loyal Customers
4,33,14589.04,5,5,5,555,Champions
22,2,618.09,4,3,3,433,Loyal Customers
263,1,517.55,1,2,3,123,At Risk / Lost Customers
60,3,709.38,3,4,3,343,Loyal Customers
19,3,635.4100000000001,4,4,3,443,Loyal Customers
66,2,725.1800000000001,3,3,3,333,Loyal Customers
88,1,620.4,2,2,3,223,At Risk / Lost Customers
250,1,535.34,1,2,3,123,At Risk / Lost Customers
3,6,2424.94,5,5,5,555,Champions
247,1,175.2,1,2,1,121,At Risk / Lost Customers
9,11,3799.4900000000002,5,5,5,555,Champions
157,3,734.13,2,4,3,243,Loyal Customers
134,1,375.0,2,2,2,222,At Risk / Lost Customers
296,1,76.32000000000001,1,2,1,121,At Risk / Lost Customers
5,2,280.52,5,3,2,532,Loyal Customers
43,5,2053.02,3,4,4,344,Loyal Customers
269,1,1829.04,1,2,4,124,At Risk / Lost Customers
50,5,1824.23,3,4,4,344,Loyal Customers
9,9,3122.04,5,5,5,555,Champions
16,3,656.69,4,4,3,443,Loyal Customers
282,1,348.2,1,2,2,122,At Risk / Lost Customers
65,2,1025.44,3,3,4,334,Loyal Customers
2,19,5575.56,5,5,5,555,Champions
252,1,37.4,1,2,1,121,At Risk / Lost Customers
232,2,856.6,1,3,3,133,At Risk / Lost Customers
17,3,822.48,4,4,3,443,Loyal Customers
11,27,3787.6,5,5,5,555,Champions
8,4,1822.97,5,4,4,544,Champions
51,6,1885.05,3,5,4,354,Loyal Customers
59,1,73.19999999999999,3,2,1,321,Recent / New Customers
95,5,1140.21,2,4,4,244,Loyal Customers
16,6,1418.32,4,5,4,454,Champions
126,3,1009.55,2,4,4,244,Loyal Customers
94,4,1037.5900000000001,2,4,4,244,Loyal Customers
50,1,331.95,3,2,2,322,Recent / New Customers
138,1,197.9,2,2,1,221,At Risk / Lost Customers
61,1,215.83,3,2,1,321,Recent / New Customers
100,8,10254.18,2,5,5,255,Loyal Customers
73,1,305.54,2,2,2,222,At Risk / Lost Customers
72,4,6617.65,3,4,5,345,Loyal Customers
67,1,338.71000000000004,3,2,2,322,Recent / New Customers
64,6,1158.79,3,5,4,354,Loyal Customers
17,2,529.41,4,3,3,433,Loyal Customers
23,12,4006.94,4,5,5,455,Champions
32,15,6911.4400000000005,4,5,5,455,Champions
45,4,981.86,3,4,4,344,Loyal Customers
16,2,215.48,4,3,1,431,About to Sleep
40,1,215.08,3,2,1,321,Recent / New Customers
3,13,5180.52,5,5,5,555,Champions
237,1,314.45,1,2,2,122,At Risk / Lost Customers
75,1,400.68100000000004,2,2,2,222,At Risk / Lost Customers
4,2,1080.6200000000001,5,3,4,534,Loyal Customers
3,4,1863.47,5,4,4,544,Champions
361,1,365.27,1,2,2,122,At Risk / Lost Customers
59,4,592.9,3,4,3,343,Loyal Customers
23,1,405.71,4,2,2,422,Recent / New Customers
31,4,761.38,4,4,3,443,Loyal Customers
55,4,537.0600000000001,3,4,3,343,Loyal Customers
25,1,394.38,4,2,2,422,Recent / New Customers
45,2,664.26,3,3,3,333,Loyal Customers
89,5,2262.62,2,4,5,245,Loyal Customers
2,18,21086.3,5,5,5,555,Champions
89,1,547.02,2,2,3,223,At Risk / Lost Customers
19,2,690.34,4,3,3,433,Loyal Customers
79,1,159.0,2,2,1,221,At Risk / Lost Customers
171,3,1062.75,2,4,4,244,Loyal Customers
81,1,242.35,2,2,1,221,At Risk / Lost Customers
267,1,914.9300000000001,1,2,3,123,At Risk / Lost Customers
235,2,304.25,1,3,2,132,At Risk / Lost Customers
30,7,3084.68,4,5,5,455,Champions
37,3,864.86,3,4,3,343,Loyal Customers
318,1,846.72,1,2,3,123,At Risk / Lost Customers
57,4,1295.3,3,4,4,344,Loyal Customers
45,5,1096.32,3,4,4,344,Loyal Customers
203,3,255.12,1,4,2,142,At Risk / Lost Customers
225,1,314.22,1,2,2,122,At Risk / Lost Customers
87,2,1010.6,2,3,4,234,Loyal Customers
190,2,542.03,1,3,3,133,At Risk / Lost Customers
44,4,990.88,3,4,4,344,Loyal Customers
71,3,536.6800000000001,3,4,3,343,Loyal Customers
41,5,867.3100000000001,3,4,3,343,Loyal Customers
78,1,432.2,2,2,2,222,At Risk / Lost Customers
57,2,414.2,3,3,2,332,Loyal Customers
24,2,3718.8,4,3,5,435,Loyal Customers
10,13,2607.87,5,5,5,555,Champions
8,7,3603.21,5,5,5,555,Champions
34,2,409.1,3,3,2,332,Loyal Customers
212,2,1522.75,1,3,4,134,At Risk / Lost Customers
24,3,1413.66,4,4,4,444,Champions
170,1,114.56,2,2,1,221,At Risk / Lost Customers
62,1,152.94,3,2,1,321,Recent / New Customers
53,5,1800.07,3,4,4,344,Loyal Customers
261,2,389.44,1,3,2,132,At Risk / Lost Customers
67,2,3683.86,3,3,5,335,Loyal Customers
17,8,2619.91,4,5,5,455,Champions
267,1,752.4300000000001,1,2,3,123,At Risk / Lost Customers
177,1,46.95,2,2,1,221,At Risk / Lost Customers
45,5,5203.51,3,4,5,345,Loyal Customers
51,1,1035.45,3,2,4,324,About to Sleep
17,4,746.83,4,4,3,443,Loyal Customers
9,9,5447.0,5,5,5,555,Champions
74,7,861.89,2,5,3,253,Loyal Customers
71,2,667.65,3,3,3,333,Loyal Customers
353,1,1141.24,1,2,4,124,At Risk / Lost Customers
3,5,1429.24,5,4,4,544,Champions
117,1,411.7,2,2,2,222,At Risk / Lost Customers
373,1,357.95,1,2,2,122,At Risk / Lost Customers
197,1,559.87,1,2,3,123,At Risk / Lost Customers
177,1,810.6,2,2,3,223,At Risk / Lost Customers
100,1,566.38,2,2,3,223,At Risk / Lost Customers
21,3,1509.58,4,4,4,444,Champions
72,1,2062.06,3,2,5,325,About to Sleep
340,1,168.3,1,2,1,121,At Risk / Lost Customers
6,5,1570.81,5,4,4,544,Champions
31,2,823.97,4,3,3,433,Loyal Customers
170,1,142.5,2,2,1,221,At Risk / Lost Customers
122,1,302.25,2,2,2,222,At Risk / Lost Customers
22,10,2248.9900000000002,4,5,5,455,Champions
10,4,1328.55,5,4,4,544,Champions
269,1,301.9,1,2,2,122,At Risk / Lost Customers
23,3,598.2,4,4,3,443,Loyal Customers
127,1,233.22,2,2,1,221,At Risk / Lost Customers
26,3,5360.63,4,4,5,445,Champions
139,1,361.22,2,2,2,222,At Risk / Lost Customers
214,6,632.27,1,5,3,153,At Risk / Lost Customers
38,4,2560.0,3,4,5,345,Loyal Customers
106,2,706.57,2,3,3,233,Loyal Customers
18,2,616.26,4,3,3,433,Loyal Customers
3,2,274.15000000000003,5,3,2,532,Loyal Customers
331,1,226.37,1,2,1,121,At Risk / Lost Customers
64,8,2938.91,3,5,5,355,Loyal Customers
120,3,1341.65,2,4,4,244,Loyal Customers
35,1,328.15000000000003,3,2,2,322,Recent / New Customers
218,1,404.40000000000003,1,2,2,122,At Risk / Lost Customers
172,2,1038.46,2,3,4,234,Loyal Customers
72,5,373.65000000000003,3,4,2,342,Loyal Customers
1,2,326.75,5,3,2,532,Loyal Customers
196,1,207.50000000000003,1,2,1,121,At Risk / Lost Customers
128,3,428.68,2,4,2,242,Loyal Customers
47,3,594.24,3,4,3,343,Loyal Customers
6,14,3110.96,5,5,5,555,Champions
14,6,3844.2200000000003,4,5,5,455,Champions
18,3,251.91,4,4,2,442,Loyal Customers
28,7,1593.2,4,5,4,454,Champions
8,22,26626.8,5,5,5,555,Champions
37,1,151.05,3,2,1,321,Recent / New Customers
157,1,214.8,2,2,1,221,At Risk / Lost Customers
284,1,109.95,1,2,1,121,At Risk / Lost Customers
107,1,549.07,2,2,3,223,At Risk / Lost Customers
25,4,1971.8700000000001,4,4,4,444,Champions
75,4,322.41,2,4,2,242,Loyal Customers
16,2,370.48,4,3,2,432,Loyal Customers
158,1,101.10000000000001,2,2,1,221,At Risk / Lost Customers
44,1,575.41,3,2,3,323,About to Sleep
11,2,887.65,5,3,3,533,Loyal Customers
32,7,1469.45,4,5,4,454,Champions
291,1,53.5,1,2,1,121,At Risk / Lost Customers
21,4,1116.47,4,4,4,444,Champions
333,1,153.9,1,2,1,121,At Risk / Lost Customers
18,2,494.44,4,3,3,433,Loyal Customers
4,23,6675.71,5,5,5,555,Champions
63,2,395.8,3,3,2,332,Loyal Customers
198,3,211.77,1,4,1,141,At Risk / Lost Customers
33,3,658.88,4,4,3,443,Loyal Customers
1,4,2027.5,5,4,4,544,Champions
7,9,1750.92,5,5,4,554,Champions
5,6,3512.53,5,5,5,555,Champions
10,4,896.66,5,4,3,543,Loyal Customers
32,5,734.77,4,4,3,443,Loyal Customers
53,1,109.36000000000001,3,2,1,321,Recent / New Customers
12,2,707.04,5,3,3,533,Loyal Customers
18,9,1540.42,4,5,4,454,Champions
19,1,327.3,4,2,2,422,Recent / New Customers
37,2,804.49,3,3,3,333,Loyal Customers
2,2,497.43,5,3,3,533,Loyal Customers
18,3,1553.66,4,4,4,444,Champions
82,4,1320.56,2,4,4,244,Loyal Customers
33,2,367.93,4,3,2,432,Loyal Customers
66,2,473.03,3,3,2,332,Loyal Customers
9,2,987.01,5,3,4,534,Loyal Customers
267,1,676.2,1,2,3,123,At Risk / Lost Customers
247,3,362.95,1,4,2,142,At Risk / Lost Customers
4,4,2157.4,5,4,5,545,Champions
61,1,1780.59,3,2,4,324,About to Sleep
75,2,668.36,2,3,3,233,Loyal Customers
90,2,584.5,2,3,3,233,Loyal Customers
60,3,555.89,3,4,3,343,Loyal Customers
29,2,317.2,4,3,2,432,Loyal Customers
323,1,94.36,1,2,1,121,At Risk / Lost Customers
53,4,1382.0700000000002,3,4,4,344,Loyal Customers
270,1,221.19,1,2,1,121,At Risk / Lost Customers
2,13,3046.21,5,5,5,555,Champions
57,5,1555.34,3,4,4,344,Loyal Customers
61,5,1486.9,3,4,4,344,Loyal Customers
154,2,1705.8,2,3,4,234,Loyal Customers
19,2,408.57,4,3,2,432,Loyal Customers
95,1,303.93,2,2,2,222,At Risk / Lost Customers
1,12,4098.32,5,5,5,555,Champions
265,2,299.6,1,3,2,132,At Risk / Lost Customers
312,1,177.5,1,2,1,121,At Risk / Lost Customers
70,1,443.05,3,2,2,322,Recent / New Customers
302,2,167.25,1,3,1,131,At Risk / Lost Customers
19,1,163.07,4,2,1,421,Recent / New Customers
13,10,2126.93,5,5,5,555,Champions
36,5,2028.88,3,4,4,344,Loyal Customers
19,2,214.65,4,3,1,431,About to Sleep
54,1,151.83,3,2,1,321,Recent / New Customers
57,1,262.2,3,2,2,322,Recent / New Customers
22,2,126.25,4,3,1,431,About to Sleep
44,1,210.35,3,2,1,321,Recent / New Customers
27,3,1051.4,4,4,4,444,Champions
45,3,675.27,3,4,3,343,Loyal Customers
113,6,972.23,2,5,4,254,Loyal Customers
17,51,34684.4,4,5,5,455,Champions
25,1,346.12,4,2,2,422,Recent / New Customers
191,1,133.56,1,2,1,121,At Risk / Lost Customers
302,1,302.7,1,2,2,122,At Risk / Lost Customers
2,10,1908.25,5,5,4,554,Champions
263,2,241.06,1,3,1,131,At Risk / Lost Customers
106,1,284.55,2,2,2,222,At Risk / Lost Customers
57,1,300.85,3,2,2,322,Recent / New Customers
213,3,642.81,1,4,3,143,At Risk / Lost Customers
64,1,287.40000000000003,3,2,2,322,Recent / New Customers
28,1,184.26,4,2,1,421,Recent / New Customers
29,7,1522.25,4,5,4,454,Champions
6,5,798.35,5,4,3,543,Loyal Customers
8,5,3640.67,5,4,5,545,Champions
67,2,381.2,3,3,2,332,Loyal Customers
2,3,616.79,5,4,3,543,Loyal Customers
46,4,654.67,3,4,3,343,Loyal Customers
34,1,230.51,3,2,1,321,Recent / New Customers
1,2,168472.5,5,3,5,535,Loyal Customers
136,1,259.01,2,2,2,222,At Risk / Lost Customers
198,1,188.89000000000001,1,2,1,121,At Risk / Lost Customers
198,2,707.69,1,3,3,133,At Risk / Lost Customers
150,1,311.92,2,2,2,222,At Risk / Lost Customers
88,1,266.97,2,2,2,222,At Risk / Lost Customers
45,2,6.9,3,3,1,331,About to Sleep
64,7,1841.18,3,5,4,354,Loyal Customers
99,5,2158.37,2,4,5,245,Loyal Customers
218,1,208.36,1,2,1,121,At Risk / Lost Customers
3,18,3482.7400000000002,5,5,5,555,Champions
28,3,814.72,4,4,3,443,Loyal Customers
178,1,151.42,2,2,1,221,At Risk / Lost Customers
74,3,136.0,2,4,1,241,At Risk / Lost Customers
21,4,1422.4,4,4,4,444,Champions
20,3,1314.68,4,4,4,444,Champions
34,7,1603.46,3,5,4,354,Loyal Customers
74,1,74.9,2,2,1,221,At Risk / Lost Customers
24,4,650.43,4,4,3,443,Loyal Customers
52,4,762.39,3,4,3,343,Loyal Customers
275,1,223.95000000000002,1,2,1,121,At Risk / Lost Customers
165,3,316.11,2,4,2,242,Loyal Customers
7,7,1871.5,5,5,4,554,Champions
88,4,544.3,2,4,3,243,Loyal Customers
64,7,2494.46,3,5,5,355,Loyal Customers
25,3,331.0,4,4,2,442,Loyal Customers
10,2,300.83,5,3,2,532,Loyal Customers
76,1,769.29,2,2,3,223,At Risk / Lost Customers
16,1,220.62,4,2,1,421,Recent / New Customers
192,1,139.35,1,2,1,121,At Risk / Lost Customers
174,2,404.3,2,3,2,232,Loyal Customers
77,1,363.65,2,2,2,222,At Risk / Lost Customers
33,3,498.8,4,4,3,443,Loyal Customers
47,1,731.5,3,2,3,323,About to Sleep
80,4,1351.63,2,4,4,244,Loyal Customers
297,1,826.53,1,2,3,123,At Risk / Lost Customers
3,3,684.41,5,4,3,543,Loyal Customers
9,3,1599.52,5,4,4,544,Champions
50,6,2965.69,3,5,5,355,Loyal Customers
161,2,100.97,2,3,1,231,At Risk / Lost Customers
360,2,365.45,1,3,2,132,At Risk / Lost Customers
5,6,400.86,5,5,2,552,Loyal Customers
107,4,1431.93,2,4,4,244,Loyal Customers
25,1,484.38,4,2,2,422,Recent / New Customers
32,1,777.6,4,2,3,423,About to Sleep
20,2,90.30000000000001,4,3,1,431,About to Sleep
297,1,363.70000000000005,1,2,2,122,At Risk / Lost Customers
372,1,248.1,1,2,1,121,At Risk / Lost Customers
22,3,950.26,4,4,4,444,Champions
5,4,874.59,5,4,3,543,Loyal Customers
52,5,1627.13,3,4,4,344,Loyal Customers
30,1,101.69999999999999,4,2,1,421,Recent / New Customers
277,1,162.70000000000002,1,2,1,121,At Risk / Lost Customers
61,2,484.32,3,3,2,332,Loyal Customers
25,2,215.07999999999998,4,3,1,431,About to Sleep
186,3,1046.57,1,4,4,144,At Risk / Lost Customers
2,21,9418.470000000001,5,5,5,555,Champions
2,26,13027.45,5,5,5,555,Champions
172,1,290.36,2,2,2,222,At Risk / Lost Customers
81,1,228.06,2,2,1,221,At Risk / Lost Customers
4,1,244.41,5,2,1,521,Recent / New Customers
190,1,455.25,1,2,2,122,At Risk / Lost Customers
22,7,1244.59,4,5,4,454,Champions
18,3,6748.8,4,4,5,445,Champions
19,3,1095.56,4,4,4,444,Champions
5,1,593.75,5,2,3,523,About to Sleep
110,1,548.97,2,2,3,223,At Risk / Lost Customers
3,4,1388.81,5,4,4,544,Champions
54,1,119.62,3,2,1,321,Recent / New Customers
165,1,339.3,2,2,2,222,At Risk / Lost Customers
291,2,787.15,1,3,3,133,At Risk / Lost Customers
10,10,4154.64,5,5,5,555,Champions
109,5,2298.97,2,4,5,245,Loyal Customers
96,3,922.12,2,4,3,243,Loyal Customers
243,2,379.73,1,3,2,132,At Risk / Lost Customers
163,12,5719.82,2,5,5,255,Loyal Customers
42,3,837.1,3,4,3,343,Loyal Customers
35,2,285.89,3,3,2,332,Loyal Customers
67,7,3313.79,3,5,5,355,Loyal Customers
24,2,281.85,4,3,2,432,Loyal Customers
1,20,8338.49,5,5,5,555,Champions
27,2,841.41,4,3,3,433,Loyal Customers
6,2,511.12,5,3,3,533,Loyal Customers
54,1,1077.74,3,2,4,324,About to Sleep
364,1,173.7,1,2,1,121,At Risk / Lost Customers
15,5,614.66,4,4,3,443,Loyal Customers
194,2,865.6,1,3,3,133,At Risk / Lost Customers
3,1,124.2,5,2,1,521,Recent / New Customers
15,10,3738.4,4,5,5,455,Champions
27,3,1421.69,4,4,4,444,Champions
127,3,1009.6,2,4,4,244,Loyal Customers
85,2,663.61,2,3,3,233,Loyal Customers
71,1,451.44,3,2,2,322,Recent / New Customers
183,1,105.84,1,2,1,121,At Risk / Lost Customers
113,1,313.62,2,2,2,222,At Risk / Lost Customers
374,1,233.45,1,2,1,121,At Risk / Lost Customers
80,2,936.08,2,3,3,233,Loyal Customers
249,1,463.95,1,2,2,122,At Risk / Lost Customers
232,1,225.15,1,2,1,121,At Risk / Lost Customers
71,3,459.24,3,4,2,342,Loyal Customers
69,1,213.5,3,2,1,321,Recent / New Customers
4,16,4113.68,5,5,5,555,Champions
51,3,330.03,3,4,2,342,Loyal Customers
75,1,181.09,2,2,1,221,At Risk / Lost Customers
61,1,360.16,3,2,2,322,Recent / New Customers
16,2,250.15,4,3,1,431,About to Sleep
4,1,90.04,5,2,1,521,Recent / New Customers
286,1,145.05,1,2,1,121,At Risk / Lost Customers
4,6,813.52,5,5,3,553,Loyal Customers
41,1,244.8,3,2,1,321,Recent / New Customers
36,1,528.08,3,2,3,323,About to Sleep
75,2,482.47,2,3,2,232,Loyal Customers
18,14,3347.71,4,5,5,455,Champions
15,7,5493.46,4,5,5,455,Champions
219,1,75.66,1,2,1,121,At Risk / Lost Customers
186,1,129.49,1,2,1,121,At Risk / Lost Customers
33,4,1187.66,4,4,4,444,Champions
70,1,618.59,3,2,3,323,About to Sleep
183,1,506.19,1,2,3,123,At Risk / Lost Customers
15,2,500.42,4,3,3,433,Loyal Customers
236,1,151.85,1,2,1,121,At Risk / Lost Customers
31,5,2647.59,4,4,5,445,Champions
264,1,226.21,1,2,1,121,At Risk / Lost Customers
4,2,178.96,5,3,1,531,About to Sleep
52,4,813.48,3,4,3,343,Loyal Customers
246,1,129.45000000000002,1,2,1,121,At Risk / Lost Customers
81,2,810.57,2,3,3,233,Loyal Customers
275,1,333.08,1,2,2,122,At Risk / Lost Customers
1,17,4413.1,5,5,5,555,Champions
79,1,322.8,2,2,2,222,At Risk / Lost Customers
30,5,2188.05,4,4,5,445,Champions
74,2,417.73,2,3,2,232,Loyal Customers
17,6,2883.1,4,5,5,455,Champions
223,2,217.9,1,3,1,131,At Risk / Lost Customers
32,4,1154.47,4,4,4,444,Champions
23,10,1680.72,4,5,4,454,Champions
31,3,1257.51,4,4,4,444,Champions
106,1,231.1,2,2,1,221,At Risk / Lost Customers
5,2,688.33,5,3,3,533,Loyal Customers
246,1,487.51,1,2,2,122,At Risk / Lost Customers
178,2,833.78,2,3,3,233,Loyal Customers
170,2,214.06,2,3,1,231,At Risk / Lost Customers
43,1,290.66,3,2,2,322,Recent / New Customers
72,1,518.42,3,2,3,323,About to Sleep
59,7,6773.97,3,5,5,355,Loyal Customers
16,2,1212.66,4,3,4,434,Loyal Customers
141,4,601.27,2,4,3,243,Loyal Customers
18,6,3794.52,4,5,5,455,Champions
22,15,8625.8,4,5,5,455,Champions
10,4,933.62,5,4,3,543,Loyal Customers
368,1,123.24,1,2,1,121,At Risk / Lost Customers
189,1,39.12,1,2,1,121,At Risk / Lost Customers
16,4,1267.65,4,4,4,444,Champions
362,1,135.4,1,2,1,121,At Risk / Lost Customers
19,1,118.98,4,2,1,421,Recent / New Customers
68,2,570.13,3,3,3,333,Loyal Customers
15,6,306.72,4,5,2,452,Loyal Customers
24,3,1374.87,4,4,4,444,Champions
17,11,4095.9,4,5,5,455,Champions
28,3,1692.27,4,4,4,444,Champions
2,20,8134.9400000000005,5,5,5,555,Champions
55,2,319.61,3,3,2,332,Loyal Customers
34,4,1592.12,3,4,4,344,Loyal Customers
3,12,3109.99,5,5,5,555,Champions
366,1,129.75,1,2,1,121,At Risk / Lost Customers
43,1,183.7,3,2,1,321,Recent / New Customers
73,6,1770.3400000000001,2,5,4,254,Loyal Customers
5,5,1028.0,5,4,4,544,Champions
4,28,66653.56,5,5,5,555,Champions
61,2,324.24,3,3,2,332,Loyal Customers
47,7,3062.83,3,5,5,355,Loyal Customers
1,4,1260.8600000000001,5,4,4,544,Champions
76,2,422.6,2,3,2,232,Loyal Customers
72,2,225.58,3,3,1,331,About to Sleep
256,2,1276.0,1,3,4,134,At Risk / Lost Customers
69,2,482.01,3,3,2,332,Loyal Customers
135,4,657.9,2,4,3,243,Loyal Customers
241,1,112.75,1,2,1,121,At Risk / Lost Customers
227,2,1998.0,1,3,4,134,At Risk / Lost Customers
9,13,5076.55,5,5,5,555,Champions
9,13,5398.3,5,5,5,555,Champions
1,20,14034.99,5,5,5,555,Champions
37,3,531.35,3,4,3,343,Loyal Customers
46,1,656.63,3,2,3,323,About to Sleep
85,5,3029.87,2,4,5,245,Loyal Customers
19,10,2483.04,4,5,5,455,Champions
3,5,1651.03,5,4,4,544,Champions
9,11,3645.43,5,5,5,555,Champions
19,15,6923.13,4,5,5,455,Champions
219,3,1161.53,1,4,4,144,At Risk / Lost Customers
78,1,301.71999999999997,2,2,2,222,At Risk / Lost Customers
267,2,901.2,1,3,3,133,At Risk / Lost Customers
24,6,3858.38,4,5,5,455,Champions
369,1,623.75,1,2,3,123,At Risk / Lost Customers
15,7,1790.42,4,5,4,454,Champions
26,1,155.24,4,2,1,421,Recent / New Customers
262,1,292.47,1,2,2,122,At Risk / Lost Customers
17,13,4730.81,4,5,5,455,Champions
91,2,589.15,2,3,3,233,Loyal Customers
302,7,781.02,1,5,3,153,At Risk / Lost Customers
26,5,1382.02,4,4,4,444,Champions
364,1,272.82,1,2,2,122,At Risk / Lost Customers
46,4,1054.67,3,4,4,344,Loyal Customers
38,21,7239.92,3,5,5,355,Loyal Customers
52,3,743.11,3,4,3,343,Loyal Customers
32,1,603.75,4,2,3,423,About to Sleep
52,3,650.51,3,4,3,343,Loyal Customers
79,5,2300.56,2,4,5,245,Loyal Customers
53,1,417.6,3,2,2,322,Recent / New Customers
298,1,3.75,1,2,1,121,At Risk / Lost Customers
177,1,323.0,2,2,2,222,At Risk / Lost Customers
47,1,464.9,3,2,2,322,Recent / New Customers
29,7,2238.09,4,5,5,455,Champions
